id_credit,UNO,DOS,TRES,CUATRO,CINCO,SEIS,SIETE,OCHO,NUEVE,DIEZ,ONCE,DOCE,TRECE,CATORCE,QUINCE
1151928,Pago recibido,Promesa de Pago,,,,,,,,,,,,,
1151929,Pago recibido,,,,,,,,,,,,,,
1152042,Siniestro,Contacto con Tercero,,,,,,,,,,,,,
1152155,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,,,,,,,,,,,
1152342,Pago recibido,Sin contacto (no atienden),,,,,,,,,,,,,
1152347,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Prestanombre,,,,,,
1152357,Pago recibido,,,,,,,,,,,,,,
1152366,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Contacto con Tercero,,,,,,,,,,,
1152534,Pago recibido,,,,,,,,,,,,,,
1152583,Pago recibido,Pago recibido,,,,,,,,,,,,,
1152765,Promesa de Pago,Promesa de Pago,,,,,,,,,,,,,
1152877,Pago recibido,Pago recibido,Promesa de Pago,Sin contacto (no atienden),,,,,,,,,,,
1152943,Pago recibido,Promesa de Pago,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Contacto con Tercero,,,
1153024,Pago recibido,No contesta la llamada,No contesta la llamada,,,,,,,,,,,,
1153094,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,,,,,,
1153190,Pago recibido,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),,,,,,,
1153200,Contacto con Tercero,,,,,,,,,,,,,,
1153258,Pago recibido,Contacto con Tercero,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,,,,,,
1153366,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,
1153444,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago
1153551,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,
1153663,Pago recibido,Contacto con Tercero,,,,,,,,,,,,,
1153698,No contesta la llamada,Sin contacto (no atienden),Ilocalizable,,,,,,,,,,,,
1153740,Pago recibido,Contacto con Tercero,Promesa de Pago,Pago recibido,Pago recibido,Promesa de Pago,Pago recibido,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,
1153756,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Contacto con Tercero,Contacto con Tercero
1154017,Pago recibido,Promesa de Pago,Pago recibido,Contacto con Tercero,Promesa de Pago,Contacto con Tercero,Pago recibido,Pago recibido,Moto recuperada,Contacto con Tercero,Promesa de Pago,,,,
1154036,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Contacto con Tercero,,,,,,,,,
1154077,Pago recibido,Sin contacto (no atienden),Contacto con Tercero,Contacto con Tercero,Promesa de Pago,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Siniestro,Contacto con Tercero
1154260,Pago recibido,Contacto con Tercero,Contacto con Tercero,Pago recibido,Pago recibido,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,Promesa de Pago,Contacto con Tercero,Pago recibido,Promesa de Pago,,
1154270,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,
1154441,Contacto con Tercero,,,,,,,,,,,,,,
1154481,Pago recibido,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,,,,
1154563,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Promesa de Pago,Contacto con Tercero,,,,,,,,,
1154617,Contacto con Tercero,,,,,,,,,,,,,,
1155002,Pago recibido,Pago recibido,Pago recibido,Contacto con Tercero,Contacto con Tercero,No contesta la llamada,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,No contesta la llamada,Contacto con Tercero,
1155066,Sin contacto (no atienden),,,,,,,,,,,,,,
1155133,No contesta la llamada,,,,,,,,,,,,,,
1155311,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,,,,,
1155582,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,,
1155590,Pago recibido,,,,,,,,,,,,,,
1155648,Contacto con Tercero,,,,,,,,,,,,,,
1155700,Pago recibido,Contacto con Tercero,Pago recibido,Promesa de Pago,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,
1155729,Pago recibido,Contacto con Tercero,,,,,,,,,,,,,
1155842,Pago recibido,Pago recibido,Contacto con Tercero,,,,,,,,,,,,
1156080,Pago recibido,Promesa de Pago,Contacto con Tercero,Promesa de Pago,Pago recibido,Convenio Pago Parcial,Promesa de Pago,Contacto con Tercero,Promesa de Pago,Pago recibido,Convenio Pago Parcial,Contacto con Tercero,Promesa de Pago,Contacto con Tercero,Contacto con Tercero
1156434,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,,,,,,,,,
1156530,Contacto con Tercero,Pago recibido,Pago recibido,,,,,,,,,,,,
1156685,Contacto con Tercero,,,,,,,,,,,,,,
1156686,Promesa de Pago,Promesa de Pago,Cambio de Domicilio,Cambio de Domicilio,Cambio de Domicilio,Cambio de Domicilio,Cambio de Domicilio,Pago recibido,Pago recibido,Promesa de Pago,Cambio de Domicilio,Cambio de Domicilio,Pago recibido,,
1156691,Pago recibido,,,,,,,,,,,,,,
1156766,Promesa de Pago,Pago recibido,Contacto con Tercero,,,,,,,,,,,,
1156876,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Prestanombre
1156886,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,
1156895,Pago recibido,,,,,,,,,,,,,,
1156908,Pago recibido,Contacto con Tercero,,,,,,,,,,,,,
1157055,Pago recibido,Pago recibido,Pago recibido,,,,,,,,,,,,
1157337,Pago recibido,Contacto con Tercero,,,,,,,,,,,,,
1157451,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,,
1157468,Pago recibido,Contacto con Tercero,Pago recibido,,,,,,,,,,,,
1157623,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago
1157765,Pago recibido,Pago recibido,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,,,
1158137,Promesa de Pago,,,,,,,,,,,,,,
1158195,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,
1158226,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Contacto con Tercero,,,,,,
1158393,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Contacto con Tercero,Promesa de Pago,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Promesa de Pago,Contacto con Tercero,,,
1158428,Sin contacto (no atienden),Pago recibido,Pago recibido,,,,,,,,,,,,
1158451,Moto recuperada,Moto recuperada,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Sin contacto (no atienden),Sin contacto (no atienden),,,,
1158477,Promesa de Pago,Pago recibido,Contacto con Tercero,Contacto con Tercero,Promesa de Pago,,,,,,,,,,
1158583,Pago recibido,Pago recibido,Pago recibido,Pago recibido,,,,,,,,,,,
1158762,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Promesa de Pago,Contacto con Tercero,Sin contacto (no atienden),Promesa de Pago
1158778,Pago recibido,,,,,,,,,,,,,,
1158846,Pago recibido,Contacto con Tercero,Sin contacto (no atienden),,,,,,,,,,,,
1158870,Promesa de Pago,Promesa de Pago,,,,,,,,,,,,,
1158960,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,
1159046,Pago recibido,Contacto con Tercero,Sin contacto (no atienden),Pago recibido,Pago recibido,Sin contacto (no atienden),Pago recibido,Contacto con Tercero,Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,Contacto con Tercero,Sin contacto (no atienden),Sin contacto (no atienden),
1159047,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Promesa de Pago
1159113,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,
1159232,Pago recibido,Pago recibido,Pago recibido,Sin contacto (no atienden),,,,,,,,,,,
1159280,Promesa de Pago,Promesa de Pago,Sin contacto (no atienden),,,,,,,,,,,,
1159290,Pago recibido,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago
1159563,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,,,,,,,,,,,
1159670,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Sin contacto (no atienden),Contacto con Tercero
1159765,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago
1159932,Pago recibido,Contacto con Tercero,,,,,,,,,,,,,
1159948,Pago recibido,,,,,,,,,,,,,,
1159988,Pago recibido,Promesa de Pago,Promesa de Pago,Sin contacto (no atienden),Pago recibido,Promesa de Pago,Sin contacto (no atienden),Pago recibido,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago,Contacto con Tercero,Contacto con Tercero
1160117,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Promesa de Pago,,,,,,,,,
1160205,Pago recibido,Contacto con Tercero,Sin contacto (no atienden),Pago recibido,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Contacto con Tercero,,,,,,,
1160319,Pago recibido,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,,
1160346,Pago recibido,Pago recibido,Promesa de Pago,,,,,,,,,,,,
1160439,Cambio de Domicilio,Cambio de Domicilio,Cambio de Domicilio,Cambio de Domicilio,Cambio de Domicilio,Cambio de Domicilio,,,,,,,,,
1160444,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,
1160735,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,,,
1160823,Pago recibido,Pago recibido,,,,,,,,,,,,,
1160843,Pago recibido,No contesta la llamada,,,,,,,,,,,,,
1160970,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Cambio de Domicilio,,,,,
1160981,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Promesa de Pago,Promesa de Pago,Sin contacto (no atienden),,,,,,,,,
1161348,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero
1161375,Pago recibido,Pago recibido,Promesa de Pago,Contacto con Tercero,,,,,,,,,,,
1161512,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,No contesta la llamada,Pago recibido,Contacto con Tercero,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,No contesta la llamada,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero
1161547,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,,,,,
1161822,Pago recibido,,,,,,,,,,,,,,
1161856,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,,,,
1161953,Promesa de Pago,,,,,,,,,,,,,,
1162096,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,,,,,,,
1162124,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,,,
116224,Pago recibido,Contacto con Tercero,No contesta la llamada,,,,,,,,,,,,
1162417,Contacto con Tercero,Pago recibido,No contesta la llamada,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,,,,,,,
1162532,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,,,,,,,,
1162583,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,,,,,,,,
1162621,Pago recibido,,,,,,,,,,,,,,
1162689,Contacto con Tercero,Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,,,,,,
1162724,Pago recibido,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,
1162736,Pago recibido,,,,,,,,,,,,,,
1162805,No contesta la llamada,No contesta la llamada,,,,,,,,,,,,,
1162828,Pago recibido,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,
1162873,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,Promesa de Pago,Pago recibido,,,,,,,,,
1162962,Pago recibido,Pago recibido,Promesa de Pago,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Pago recibido,Pago recibido,Pago recibido,,,,
1163019,Pago recibido,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,
1163055,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,,,,,,
1163229,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,Pago recibido,Promesa de Pago,Sin contacto (no atienden),Sin contacto (no atienden),Promesa de Pago
1163246,Pago recibido,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),Pago recibido,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,
1163329,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,,,,,,,
1163336,Pago recibido,Promesa de Pago,Contacto con Tercero,,,,,,,,,,,,
1163341,Pago recibido,Sin contacto (no atienden),Convenio Pago Parcial,Contacto con Tercero,Sin contacto (no atienden),Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,
1163515,Pago recibido,,,,,,,,,,,,,,
1163563,Pago recibido,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,,,
1163621,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,
1163701,Pago recibido,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,
1163872,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,,,,,
1163986,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Contacto con Tercero,,,,,,,,,
1164003,Pago recibido,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,
1164082,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,
1164283,Pago recibido,Sin contacto (no atienden),Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,Contacto con Tercero,Sin contacto (no atienden),Sin contacto (no atienden),,,,,,
1164315,Sin contacto (no atienden),,,,,,,,,,,,,,
1164399,Pago recibido,Contacto con Tercero,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,,
1164403,Pago recibido,Contacto con Tercero,,,,,,,,,,,,,
1164554,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,,,,,
1164660,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,,,,,
1164674,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,,,
1164779,Pago recibido,Pago recibido,Pago recibido,Contacto con Tercero,Pago recibido,,,,,,,,,,
1164979,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Contacto con Tercero,,,,,,,,
1165046,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,
1165069,Pago recibido,Pago recibido,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,
1165076,Pago recibido,Pago recibido,Contacto con Tercero,,,,,,,,,,,,
1165082,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,,,,,,
1165112,Contacto con Tercero,Sin contacto (no atienden),,,,,,,,,,,,,
1165120,Pago recibido,Promesa de Pago,Pago recibido,,,,,,,,,,,,
1165168,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Contacto con Tercero,,,,,,,,,,
1165508,Promesa de Pago,,,,,,,,,,,,,,
1165548,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,,,
1165656,Pago recibido,Promesa de Pago,,,,,,,,,,,,,
1165915,Pago recibido,Pago recibido,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,
1166135,Pago recibido,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,
1166151,Sin contacto (no atienden),Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,,,,,
1166181,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,
1166358,Contacto con Tercero,,,,,,,,,,,,,,
1166371,Ilocalizable,Promesa de Pago,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago
1166454,Pago recibido,Pago recibido,,,,,,,,,,,,,
1166461,Pago recibido,Pago recibido,Pago recibido,,,,,,,,,,,,
1166501,Contacto con Tercero,,,,,,,,,,,,,,
1166769,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Sin contacto (no atienden),,,,,
1166800,Contacto con Tercero,Contacto con Tercero,,,,,,,,,,,,,
1166813,Pago recibido,Sin contacto (no atienden),Pago recibido,Pago recibido,Sin contacto (no atienden),,,,,,,,,,
1166857,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,Negativa de pago,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,
1166881,Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Pago recibido,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden)
1166886,Pago recibido,Promesa de Pago,,,,,,,,,,,,,
1167024,Pago recibido,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Contacto con Tercero,,,,,
1167064,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,,
1167126,Pago recibido,Pago recibido,,,,,,,,,,,,,
1167190,Pago recibido,Sin contacto (no atienden),,,,,,,,,,,,,
1167249,Pago recibido,Promesa de Pago,Convenio Pago Parcial,Contacto con Tercero,No contesta la llamada,Contacto con Tercero,Contacto con Tercero,No contesta la llamada,Contacto con Tercero,Contacto con Tercero,Pago recibido,Convenio Pago Parcial,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero
1167339,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,
116738,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,,,
1167396,Pago recibido,Promesa de Pago,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,,,,
1167399,Sin contacto (no atienden),Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),Contacto con Tercero,Sin contacto (no atienden),Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Promesa de Pago
1167401,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,,,,,,,
1167423,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Contacto con Tercero,,,
1167443,Pago recibido,Pago recibido,Contacto con Tercero,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,
1167487,Pago recibido,Promesa de Pago,Promesa de Pago,,,,,,,,,,,,
1167497,Pago recibido,Promesa de Pago,,,,,,,,,,,,,
1167521,Contacto con Tercero,Pago recibido,,,,,,,,,,,,,
116758,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,
1167710,Sin contacto (no atienden),Contacto con Tercero,Sin contacto (no atienden),Ilocalizable,,,,,,,,,,,
1167738,Pago recibido,,,,,,,,,,,,,,
1167791,Pago recibido,Sin contacto (no atienden),Contacto con Tercero,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Promesa de Pago,Sin contacto (no atienden),Sin contacto (no atienden),Contacto con Tercero,Sin contacto (no atienden)
1167950,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,,,,,,,,
1167954,Pago recibido,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Sin contacto (no atienden),,,,,,,,
116796,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,Pago recibido,Pago recibido,Promesa de Pago,Promesa de Pago,Promesa de Pago,,,,,,
1167973,Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),Sin contacto (no atienden),,,,,,,,,,
1167992,Pago recibido,Convenio Pago Parcial,Contacto con Tercero,Contacto con Tercero,Promesa de Pago,Promesa de Pago,Promesa de Pago,Contacto con Tercero,Contacto con Tercero,Pago recibido,,,,,
1167996,Pago recibido,Pago recibido,,,,,,,,,,,,,
1168139,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Sin contacto (no atienden)
1168213,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Contacto con Tercero,Pago recibido,Pago recibido,Contacto con Tercero
1168275,Pago recibido,Convenio Pago Parcial,Promesa de Pago,Pago recibido,,,,,,,,,,,
1168280,Moto recuperada,Moto recuperada,,,,,,,,,,,,,
1168340,Sin contacto (no atienden),Sin contacto (no atienden),Promesa de Pago,,,,,,,,,,,,
